order_id,site,customer_type,order_date,project_cluster,basket_size,order_value_gbp,funnel_stage_reached
ORD-6288,Site-085,Landscaping Contractor,2025-11-29,Finishing,3,3731.16,Returned / Completed
ORD-6289,Site-162,Demolition Specialist,2026-03-31,Access & Height,3,3993.37,Returned / Completed
ORD-6290,Site-123,Landscaping Contractor,2025-10-26,Landscaping,2,1547.18,Returned / Completed
ORD-6291,Site-043,Demolition Specialist,2025-07-31,Landscaping,3,4041.51,Quote Requested
ORD-6292,Site-157,Facilities Management,2026-07-07,Site Setup,2,1106.76,Returned / Completed
ORD-6293,Site-045,Facilities Management,2025-12-14,Groundworks,4,5797.85,Returned / Completed
ORD-6294,Site-087,Self-Employed Trade,2026-05-24,Access & Height,3,4968.03,Quote Requested
ORD-6295,Site-133,M&E Contractor,2026-05-21,Finishing,2,3390.3,Returned / Completed
ORD-6296,Site-023,M&E Contractor,2026-04-24,Landscaping,4,5711.5,Dispatched
ORD-6297,Site-053,Demolition Specialist,2026-01-31,Access & Height,3,2717.26,Quote Approved
ORD-6298,Site-167,Facilities Management,2026-05-12,Landscaping,2,4100.66,Returned / Completed
ORD-6299,Site-062,Self-Employed Trade,2025-08-17,Site Setup,4,5559.76,Quote Requested
ORD-6300,Site-120,Main Contractor,2026-03-23,Logistics,2,3073.16,Dispatched
ORD-6301,Site-027,Self-Employed Trade,2026-03-25,Fixing,1,2145.77,Quote Approved
ORD-6302,Site-008,Landscaping Contractor,2025-07-17,Groundworks,2,1842.43,Quote Approved
ORD-6303,Site-144,Facilities Management,2025-10-01,Finishing,3,2363.88,Returned / Completed
ORD-6304,Site-023,Facilities Management,2025-11-23,Demolition,3,4789.98,Returned / Completed
ORD-6305,Site-012,Main Contractor,2026-05-31,Access & Height,2,3289.49,Returned / Completed
ORD-6306,Site-008,Facilities Management,2026-03-28,Finishing,2,3452.3,Returned / Completed
ORD-6307,Site-084,M&E Contractor,2025-12-07,Fixing,1,371.33,Returned / Completed
ORD-6308,Site-060,Landscaping Contractor,2025-12-01,Demolition,4,6590.75,Dispatched
ORD-6309,Site-118,Groundworks Sub-contractor,2026-03-15,Landscaping,3,2415.37,Returned / Completed
ORD-6310,Site-111,Facilities Management,2026-03-12,Landscaping,2,2513.31,Returned / Completed
ORD-6311,Site-159,Facilities Management,2025-09-06,Site Setup,3,4358.89,Returned / Completed
ORD-6312,Site-020,Groundworks Sub-contractor,2025-09-12,Groundworks,2,2945.08,Quote Requested
ORD-6313,Site-025,Self-Employed Trade,2025-08-18,Landscaping,4,5038.03,Returned / Completed
ORD-6314,Site-049,Main Contractor,2026-03-22,Groundworks,2,2507.1,Quote Requested
ORD-6315,Site-167,Main Contractor,2025-08-12,Logistics,2,1961.61,Returned / Completed
ORD-6316,Site-094,Groundworks Sub-contractor,2026-06-12,Access & Height,2,1641.73,Returned / Completed
ORD-6317,Site-165,M&E Contractor,2026-03-10,Landscaping,2,906.33,Returned / Completed
ORD-6318,Site-126,Main Contractor,2026-05-26,Logistics,2,2157.1,Returned / Completed
ORD-6319,Site-015,Main Contractor,2026-04-18,Landscaping,2,2366.43,Returned / Completed
ORD-6320,Site-055,Main Contractor,2026-03-27,Finishing,4,4221.49,Returned / Completed
ORD-6321,Site-066,Groundworks Sub-contractor,2026-05-09,Groundworks,2,2656.91,Returned / Completed
ORD-6322,Site-038,M&E Contractor,2025-10-25,Landscaping,3,5568.96,Returned / Completed
ORD-6323,Site-113,Groundworks Sub-contractor,2026-01-08,Logistics,3,3484.62,Returned / Completed
ORD-6324,Site-126,Facilities Management,2026-04-04,Landscaping,3,4235.5,Returned / Completed
ORD-6325,Site-046,Demolition Specialist,2025-11-17,Demolition,4,5690.42,Quote Approved
ORD-6326,Site-144,Main Contractor,2026-03-15,Landscaping,1,733.26,Returned / Completed
ORD-6327,Site-060,M&E Contractor,2025-12-14,Demolition,1,518.35,Quote Requested
ORD-6328,Site-014,M&E Contractor,2025-09-19,Fixing,3,2633.5,Returned / Completed
ORD-6329,Site-030,M&E Contractor,2026-02-17,Groundworks,4,5344.23,Returned / Completed
ORD-6330,Site-094,Landscaping Contractor,2025-10-21,Landscaping,2,2540.59,Returned / Completed
ORD-6331,Site-122,Demolition Specialist,2025-07-22,Fixing,3,4649.85,Quote Approved
ORD-6332,Site-060,Demolition Specialist,2026-04-14,Site Setup,2,2571.79,Returned / Completed
ORD-6333,Site-131,Groundworks Sub-contractor,2025-08-10,Site Setup,2,3391.1,Quote Requested
ORD-6334,Site-174,Facilities Management,2025-08-19,Groundworks,3,3150.26,Returned / Completed
ORD-6335,Site-078,Facilities Management,2025-08-27,Fixing,3,3930.5,Returned / Completed
ORD-6336,Site-002,Self-Employed Trade,2025-08-09,Landscaping,3,2303.54,Dispatched
ORD-6337,Site-082,Demolition Specialist,2026-03-20,Demolition,4,3163.65,Returned / Completed
ORD-6338,Site-126,Groundworks Sub-contractor,2026-06-03,Access & Height,2,2617.08,Returned / Completed
ORD-6339,Site-025,Main Contractor,2025-10-02,Fixing,3,3540.26,Returned / Completed
ORD-6340,Site-050,Landscaping Contractor,2025-11-18,Fixing,2,2492.58,Quote Requested
ORD-6341,Site-007,Groundworks Sub-contractor,2025-11-23,Access & Height,2,1823.0,Quote Requested
ORD-6342,Site-087,Self-Employed Trade,2025-07-27,Site Setup,2,3158.3,Returned / Completed
ORD-6343,Site-045,Facilities Management,2025-07-21,Fixing,3,3644.22,Returned / Completed
ORD-6344,Site-124,Main Contractor,2026-05-15,Fixing,3,2848.89,Returned / Completed
ORD-6345,Site-117,Main Contractor,2026-02-03,Fixing,3,2464.61,Returned / Completed
ORD-6346,Site-179,Main Contractor,2025-10-03,Demolition,2,3292.77,Returned / Completed
ORD-6347,Site-062,Groundworks Sub-contractor,2026-06-29,Access & Height,3,4381.41,Returned / Completed
ORD-6348,Site-048,Landscaping Contractor,2026-01-11,Demolition,2,3530.66,Returned / Completed
ORD-6349,Site-064,Main Contractor,2025-12-26,Logistics,2,1823.23,Returned / Completed
ORD-6350,Site-001,Self-Employed Trade,2025-07-24,Demolition,4,3986.97,Returned / Completed
ORD-6351,Site-091,M&E Contractor,2026-06-25,Landscaping,3,1985.57,Returned / Completed
ORD-6352,Site-168,Demolition Specialist,2025-08-03,Site Setup,3,3275.01,Returned / Completed
ORD-6353,Site-174,Landscaping Contractor,2025-10-12,Logistics,2,1774.93,Returned / Completed
ORD-6354,Site-026,Main Contractor,2025-10-08,Landscaping,3,2862.34,Returned / Completed
ORD-6355,Site-080,Facilities Management,2026-03-21,Site Setup,3,4574.97,Returned / Completed
ORD-6356,Site-151,Self-Employed Trade,2026-01-20,Logistics,2,2308.19,Quote Requested
ORD-6357,Site-146,Main Contractor,2025-11-29,Site Setup,4,3114.49,Returned / Completed
ORD-6358,Site-094,Facilities Management,2026-05-29,Demolition,2,2004.4,Quote Approved
ORD-6359,Site-037,Landscaping Contractor,2025-07-17,Groundworks,2,4312.38,On Hire
ORD-6360,Site-129,Self-Employed Trade,2025-10-01,Landscaping,2,3994.22,Returned / Completed
ORD-6361,Site-035,Landscaping Contractor,2026-03-27,Finishing,4,4238.71,Quote Approved
ORD-6362,Site-155,Groundworks Sub-contractor,2025-08-28,Site Setup,1,2006.36,Returned / Completed
ORD-6363,Site-014,M&E Contractor,2026-04-03,Landscaping,3,3515.64,Returned / Completed
ORD-6364,Site-063,Groundworks Sub-contractor,2026-06-10,Landscaping,3,3476.07,Returned / Completed
ORD-6365,Site-113,Self-Employed Trade,2025-12-04,Access & Height,3,5396.18,Returned / Completed
ORD-6366,Site-026,Demolition Specialist,2025-11-16,Finishing,2,2520.64,Returned / Completed
ORD-6367,Site-123,Demolition Specialist,2025-07-20,Logistics,2,2826.75,Returned / Completed
ORD-6368,Site-152,Landscaping Contractor,2025-08-02,Site Setup,2,2414.96,Returned / Completed
ORD-6369,Site-134,Main Contractor,2026-04-26,Finishing,3,4198.62,Returned / Completed
ORD-6370,Site-100,Main Contractor,2025-08-22,Landscaping,1,912.98,Dispatched
ORD-6371,Site-050,Groundworks Sub-contractor,2025-08-28,Finishing,2,2107.41,Dispatched
ORD-6372,Site-023,Self-Employed Trade,2026-05-01,Access & Height,3,3675.17,Returned / Completed
ORD-6373,Site-015,Groundworks Sub-contractor,2025-11-03,Fixing,2,654.97,Quote Approved
ORD-6374,Site-031,Self-Employed Trade,2025-07-18,Logistics,3,2718.91,Returned / Completed
ORD-6375,Site-160,Facilities Management,2026-03-18,Finishing,2,3771.05,Returned / Completed
ORD-6376,Site-013,Self-Employed Trade,2025-10-08,Fixing,3,2314.23,Returned / Completed
ORD-6377,Site-123,Landscaping Contractor,2025-12-31,Demolition,3,4298.17,Returned / Completed
ORD-6378,Site-157,Demolition Specialist,2026-01-04,Demolition,4,4315.56,Returned / Completed
ORD-6379,Site-002,Main Contractor,2026-06-03,Site Setup,3,2760.01,Returned / Completed
ORD-6380,Site-055,Main Contractor,2026-05-18,Logistics,3,3171.51,Returned / Completed
ORD-6381,Site-031,Main Contractor,2025-10-28,Landscaping,3,3718.58,Returned / Completed
ORD-6382,Site-114,M&E Contractor,2026-06-18,Finishing,3,2354.84,Returned / Completed
ORD-6383,Site-031,Facilities Management,2026-06-28,Demolition,3,2605.29,Returned / Completed
ORD-6384,Site-042,Landscaping Contractor,2026-04-23,Landscaping,2,2976.87,Quote Requested
ORD-6385,Site-099,Groundworks Sub-contractor,2026-06-13,Logistics,2,2649.58,Returned / Completed
ORD-6386,Site-127,Demolition Specialist,2025-10-17,Landscaping,3,2882.42,Returned / Completed
ORD-6387,Site-036,M&E Contractor,2025-09-17,Access & Height,2,3489.19,Quote Requested
ORD-6388,Site-073,M&E Contractor,2025-12-30,Finishing,2,2768.86,Quote Requested
ORD-6389,Site-077,Demolition Specialist,2025-07-30,Logistics,2,2811.18,Returned / Completed
ORD-6390,Site-050,Facilities Management,2025-09-18,Groundworks,1,1352.85,Returned / Completed
ORD-6391,Site-107,Demolition Specialist,2025-08-08,Groundworks,1,2003.11,Quote Approved
ORD-6392,Site-150,Facilities Management,2025-09-17,Finishing,2,2054.88,Returned / Completed
ORD-6393,Site-006,Main Contractor,2025-12-31,Site Setup,4,7313.78,Returned / Completed
ORD-6394,Site-032,Groundworks Sub-contractor,2026-04-24,Site Setup,2,2130.31,Returned / Completed
ORD-6395,Site-092,Groundworks Sub-contractor,2026-05-27,Finishing,2,3609.03,On Hire
ORD-6396,Site-018,Demolition Specialist,2025-09-17,Site Setup,2,1195.88,Returned / Completed
ORD-6397,Site-084,Main Contractor,2026-05-31,Access & Height,1,1606.53,Returned / Completed
ORD-6398,Site-073,Landscaping Contractor,2025-12-08,Landscaping,3,1768.79,Returned / Completed
ORD-6399,Site-058,Facilities Management,2026-04-09,Finishing,2,1565.45,On Hire
ORD-6400,Site-111,Main Contractor,2026-06-01,Finishing,2,816.9,Returned / Completed
ORD-6401,Site-127,Landscaping Contractor,2025-10-10,Demolition,2,2583.44,Quote Requested
ORD-6402,Site-176,Main Contractor,2025-09-17,Fixing,2,2936.73,Quote Requested
ORD-6403,Site-044,Facilities Management,2026-06-22,Fixing,3,4709.33,Returned / Completed
ORD-6404,Site-067,Facilities Management,2026-04-24,Landscaping,3,2593.77,Returned / Completed
ORD-6405,Site-151,M&E Contractor,2026-03-24,Groundworks,1,2138.09,Returned / Completed
ORD-6406,Site-144,Landscaping Contractor,2025-08-20,Fixing,3,5123.07,Returned / Completed
ORD-6407,Site-133,M&E Contractor,2026-05-11,Finishing,3,3944.5,Returned / Completed
ORD-6408,Site-092,Facilities Management,2026-01-04,Finishing,2,1705.03,Returned / Completed
ORD-6409,Site-005,Demolition Specialist,2026-01-12,Logistics,2,2158.16,Returned / Completed
ORD-6410,Site-048,M&E Contractor,2025-12-18,Groundworks,4,3222.18,Quote Requested
ORD-6411,Site-072,Main Contractor,2026-05-09,Landscaping,3,4794.73,Returned / Completed
ORD-6412,Site-102,Landscaping Contractor,2026-04-18,Landscaping,2,4349.85,Returned / Completed
ORD-6413,Site-006,Landscaping Contractor,2025-12-27,Site Setup,3,3729.83,Returned / Completed
ORD-6414,Site-133,Facilities Management,2026-04-04,Fixing,3,3369.27,Returned / Completed
ORD-6415,Site-103,Groundworks Sub-contractor,2026-03-16,Demolition,2,2534.05,Quote Requested
ORD-6416,Site-098,M&E Contractor,2026-01-26,Finishing,2,2082.59,Returned / Completed
ORD-6417,Site-067,Self-Employed Trade,2025-09-12,Fixing,2,2770.09,Quote Requested
ORD-6418,Site-106,Landscaping Contractor,2026-05-30,Access & Height,4,4943.75,Quote Approved
ORD-6419,Site-155,Landscaping Contractor,2025-07-15,Demolition,2,2043.12,Returned / Completed
ORD-6420,Site-030,Demolition Specialist,2026-06-02,Logistics,2,731.81,Returned / Completed
ORD-6421,Site-096,Self-Employed Trade,2026-01-12,Demolition,1,1661.68,Returned / Completed
ORD-6422,Site-166,Groundworks Sub-contractor,2026-07-01,Access & Height,3,3766.19,Returned / Completed
ORD-6423,Site-071,Demolition Specialist,2026-05-07,Fixing,3,3520.87,Returned / Completed
ORD-6424,Site-016,Facilities Management,2025-09-26,Fixing,3,3854.7,Returned / Completed
ORD-6425,Site-005,Landscaping Contractor,2025-09-15,Landscaping,3,4904.19,Returned / Completed
ORD-6426,Site-087,Demolition Specialist,2025-07-28,Site Setup,2,639.23,Quote Approved
ORD-6427,Site-113,Landscaping Contractor,2025-08-30,Logistics,1,1787.53,Returned / Completed
ORD-6428,Site-170,Landscaping Contractor,2026-02-22,Finishing,1,1157.71,Quote Requested
ORD-6429,Site-070,Facilities Management,2025-09-11,Fixing,1,2106.34,Returned / Completed
ORD-6430,Site-129,M&E Contractor,2025-10-27,Access & Height,3,3621.04,Returned / Completed
ORD-6431,Site-048,M&E Contractor,2025-07-18,Access & Height,2,2744.0,Returned / Completed
ORD-6432,Site-056,Demolition Specialist,2026-04-05,Logistics,2,1247.34,Returned / Completed
ORD-6433,Site-112,Self-Employed Trade,2026-02-11,Access & Height,3,4610.17,Returned / Completed
ORD-6434,Site-148,Self-Employed Trade,2025-12-04,Demolition,1,563.71,Returned / Completed
ORD-6435,Site-052,M&E Contractor,2025-11-14,Finishing,2,1987.83,Quote Requested
ORD-6436,Site-165,Groundworks Sub-contractor,2025-09-27,Groundworks,2,2066.21,Returned / Completed
ORD-6437,Site-047,Demolition Specialist,2025-10-07,Fixing,3,2845.39,Returned / Completed
ORD-6438,Site-028,M&E Contractor,2026-03-13,Fixing,3,5536.05,Quote Requested
ORD-6439,Site-132,Facilities Management,2026-03-30,Access & Height,2,2133.12,Returned / Completed
ORD-6440,Site-148,Groundworks Sub-contractor,2025-10-17,Fixing,2,3397.82,Returned / Completed
ORD-6441,Site-077,M&E Contractor,2026-05-16,Groundworks,2,3270.87,Returned / Completed
ORD-6442,Site-013,Facilities Management,2026-04-02,Groundworks,3,1383.07,Returned / Completed
ORD-6443,Site-077,Main Contractor,2025-10-09,Logistics,2,3785.63,Quote Requested
ORD-6444,Site-059,M&E Contractor,2025-07-20,Demolition,2,2966.96,Returned / Completed
ORD-6445,Site-040,M&E Contractor,2025-08-19,Logistics,2,2378.61,Returned / Completed
ORD-6446,Site-114,Facilities Management,2026-01-11,Demolition,2,2821.18,Returned / Completed
ORD-6447,Site-097,Demolition Specialist,2025-09-18,Site Setup,3,1783.94,Quote Approved
ORD-6448,Site-075,Self-Employed Trade,2026-04-29,Finishing,3,4571.81,Quote Requested
ORD-6449,Site-110,Main Contractor,2026-02-05,Fixing,1,1335.73,Returned / Completed
ORD-6450,Site-117,Landscaping Contractor,2026-03-27,Finishing,3,3598.76,Quote Approved
ORD-6451,Site-064,M&E Contractor,2025-10-28,Groundworks,3,4624.27,Returned / Completed
ORD-6452,Site-033,Self-Employed Trade,2025-09-12,Landscaping,3,2726.61,Returned / Completed
ORD-6453,Site-170,Self-Employed Trade,2025-07-20,Demolition,2,1531.86,Quote Requested
ORD-6454,Site-167,Demolition Specialist,2025-08-17,Finishing,2,2323.2,Returned / Completed
ORD-6455,Site-143,Groundworks Sub-contractor,2025-10-25,Site Setup,2,3819.65,Returned / Completed
ORD-6456,Site-046,Groundworks Sub-contractor,2026-02-28,Landscaping,2,2341.08,Returned / Completed
ORD-6457,Site-078,Main Contractor,2025-10-17,Demolition,3,1902.3,Returned / Completed
ORD-6458,Site-059,M&E Contractor,2025-12-05,Demolition,2,920.11,Quote Requested
ORD-6459,Site-032,Self-Employed Trade,2026-05-26,Site Setup,2,2115.74,Returned / Completed
ORD-6460,Site-049,Main Contractor,2025-07-16,Finishing,3,4702.51,Returned / Completed
ORD-6461,Site-086,Demolition Specialist,2025-08-28,Access & Height,2,3668.13,Returned / Completed
ORD-6462,Site-045,Self-Employed Trade,2025-08-19,Access & Height,2,2089.65,Returned / Completed
ORD-6463,Site-012,Facilities Management,2025-08-03,Landscaping,1,1871.75,Returned / Completed
ORD-6464,Site-036,Self-Employed Trade,2026-06-16,Demolition,1,281.15,Returned / Completed
ORD-6465,Site-010,Landscaping Contractor,2025-12-17,Demolition,3,3449.95,Quote Requested
ORD-6466,Site-099,Facilities Management,2026-07-09,Groundworks,3,2454.64,On Hire
ORD-6467,Site-154,M&E Contractor,2025-10-11,Finishing,1,1939.42,Returned / Completed
ORD-6468,Site-076,Facilities Management,2026-02-10,Groundworks,4,5270.25,Returned / Completed
ORD-6469,Site-078,Facilities Management,2025-09-28,Site Setup,4,4564.8,Returned / Completed
ORD-6470,Site-136,Landscaping Contractor,2026-05-01,Access & Height,4,5429.49,Returned / Completed
ORD-6471,Site-005,Landscaping Contractor,2026-05-25,Demolition,2,1902.84,Returned / Completed
ORD-6472,Site-098,Groundworks Sub-contractor,2026-05-14,Demolition,3,3595.91,Quote Requested
ORD-6473,Site-059,Main Contractor,2026-05-14,Landscaping,2,2313.19,Returned / Completed
ORD-6474,Site-048,Demolition Specialist,2026-03-05,Groundworks,3,3052.96,Quote Requested
ORD-6475,Site-032,Groundworks Sub-contractor,2025-08-03,Finishing,3,4279.16,Returned / Completed
ORD-6476,Site-047,Groundworks Sub-contractor,2026-05-26,Fixing,3,2856.5,Returned / Completed
ORD-6477,Site-062,Landscaping Contractor,2025-08-08,Site Setup,1,1773.14,Returned / Completed
ORD-6478,Site-108,Demolition Specialist,2025-07-15,Access & Height,2,1186.65,Quote Requested
ORD-6479,Site-114,Self-Employed Trade,2025-12-04,Access & Height,2,2222.63,Returned / Completed
ORD-6480,Site-098,Self-Employed Trade,2025-12-25,Groundworks,2,3857.72,Quote Requested
ORD-6481,Site-115,Self-Employed Trade,2026-01-04,Logistics,2,3148.32,Returned / Completed
ORD-6482,Site-138,Self-Employed Trade,2025-09-17,Site Setup,4,6122.06,Returned / Completed
ORD-6483,Site-176,M&E Contractor,2026-07-05,Site Setup,3,2774.56,Returned / Completed
ORD-6484,Site-062,Facilities Management,2026-06-10,Access & Height,1,1373.77,Returned / Completed
ORD-6485,Site-128,Landscaping Contractor,2025-10-11,Landscaping,2,2728.68,Quote Approved
ORD-6486,Site-017,Groundworks Sub-contractor,2026-04-25,Groundworks,2,3100.43,Returned / Completed
ORD-6487,Site-009,Self-Employed Trade,2026-01-02,Demolition,3,3855.71,Returned / Completed
ORD-6488,Site-168,Self-Employed Trade,2025-11-29,Landscaping,3,2853.23,Returned / Completed
ORD-6489,Site-177,Self-Employed Trade,2026-01-11,Logistics,2,2508.13,On Hire
ORD-6490,Site-179,M&E Contractor,2026-01-06,Access & Height,2,2275.73,Returned / Completed
ORD-6491,Site-154,Self-Employed Trade,2025-09-24,Fixing,1,602.93,Returned / Completed
ORD-6492,Site-160,Facilities Management,2026-06-27,Site Setup,4,4369.49,Returned / Completed
ORD-6493,Site-074,Main Contractor,2026-04-05,Landscaping,2,2304.08,Returned / Completed
ORD-6494,Site-144,Demolition Specialist,2026-05-27,Access & Height,3,4905.18,Returned / Completed
ORD-6495,Site-166,Demolition Specialist,2026-07-09,Demolition,2,1965.51,Quote Requested
ORD-6496,Site-094,Landscaping Contractor,2026-02-26,Demolition,2,3063.53,Returned / Completed
ORD-6497,Site-026,Groundworks Sub-contractor,2026-06-24,Access & Height,3,4269.33,Returned / Completed
