stock_code,category,subcategory,product_name,brand,depot,purchase_date,capex_gbp,book_value_gbp,age_years,condition,status,utilisation_pct_ytd,day_rate_gbp,last_service_date,next_service_due,min_stock_level,current_units_at_depot
PA-01137,Powered Access,Cherry Pickers,16m Articulating Boom Lift,City Hire Fleet,London North,2022-09-07,65924.88,15099.51,3.85,Good,Available,62.0,838.22,2026-04-10,2026-10-07,1,1
PA-01138,Powered Access,Cherry Pickers,16m Articulating Boom Lift,City Hire Fleet,London South,2022-12-25,76201.85,22004.59,3.56,Good,On Hire,76.7,1093.8,2026-02-08,2026-08-07,1,1
PA-01139,Powered Access,Cherry Pickers,16m Articulating Boom Lift,City Hire Fleet,Birmingham,2023-11-08,78113.46,36167.6,2.68,Needs Assessment,On Hire,58.4,715.61,2026-07-05,2027-01-01,1,1
PA-01140,Powered Access,Cherry Pickers,18m Articulating Boom Lift,City Hire Fleet,Leeds,2023-06-11,19310.47,7353.85,3.1,Good,On Hire,76.6,258.8,2026-01-24,2026-07-23,1,1
PA-01141,Powered Access,Cherry Pickers,18m Articulating Boom Lift,City Hire Fleet,Bristol,2023-03-01,65412.45,21254.57,3.38,Good,On Hire,71.2,1145.71,2026-03-11,2026-09-07,1,1
PA-01142,Powered Access,Rough Terrain Scissor Lifts,12m Rough Terrain Scissor Lift,City Hire Fleet,Birmingham,2022-08-02,37160.28,7778.21,3.95,Excellent,On Hire,75.0,552.08,2026-05-15,2026-11-11,1,1
PA-01143,Powered Access,Rough Terrain Scissor Lifts,10m Rough Terrain Scissor Lift,City Hire Fleet,Manchester,2022-11-03,36259.21,9437.33,3.7,Excellent,On Hire,55.7,366.98,2025-12-09,2026-06-07,1,1
PA-01144,Powered Access,Rough Terrain Scissor Lifts,10m Rough Terrain Scissor Lift,City Hire Fleet,Birmingham,2022-11-14,54383.09,14482.29,3.67,Excellent,On Hire,68.4,503.55,2025-12-25,2026-06-23,1,1
PA-01145,Powered Access,Rough Terrain Scissor Lifts,10m Rough Terrain Scissor Lift,City Hire Fleet,London South,2023-04-16,24595.62,8611.84,3.25,Excellent,On Hire,71.6,233.06,2025-12-18,2026-06-16,1,1
PA-01146,Powered Access,Rough Terrain Scissor Lifts,10m Rough Terrain Scissor Lift,City Hire Fleet,London South,2023-02-11,9215.5,2903.51,3.42,Good,Workshop,47.4,147.31,2026-06-07,2026-12-04,1,1
PA-01147,Powered Access,Rough Terrain Scissor Lifts,10m Rough Terrain Scissor Lift,City Hire Fleet,Bristol,2025-11-02,59240.38,50962.96,0.7,Excellent,Available,65.4,577.15,2026-05-15,2026-11-11,1,1
PA-01148,Powered Access,Rough Terrain Scissor Lifts,14.5m Rough Terrain Scissor Lift,City Hire Fleet,London North,2025-09-29,65370.57,55018.74,0.79,Good,On Hire,63.4,1031.56,2026-01-05,2026-07-04,1,1
PA-01149,Powered Access,Rough Terrain Scissor Lifts,17m Rough Terrain Scissor Lift,City Hire Fleet,Leeds,2023-02-16,17288.1,5494.3,3.41,Good,On Hire,29.2,217.49,2025-12-26,2026-06-24,1,1
PA-01150,Powered Access,Rough Terrain Scissor Lifts,17m Rough Terrain Scissor Lift,City Hire Fleet,Manchester,2026-04-13,13622.73,12928.53,0.25,Good,On Hire,62.2,175.77,2026-04-03,2026-09-30,1,1
PA-01151,Powered Access,Rough Terrain Scissor Lifts,17m Rough Terrain Scissor Lift,City Hire Fleet,Bristol,2023-12-20,14585.29,7088.85,2.57,Good,On Hire,79.8,196.66,2026-05-05,2026-11-01,1,1
PA-01152,Powered Access,Rough Terrain Scissor Lifts,17m Rough Terrain Scissor Lift,City Hire Fleet,Manchester,2024-08-19,37948.73,23497.02,1.9,Good,On Hire,72.3,466.85,2026-04-30,2026-10-27,1,1
PA-01153,Powered Access,Rough Terrain Scissor Lifts,17m Rough Terrain Scissor Lift,City Hire Fleet,London South,2022-01-03,62335.24,6233.52,4.53,Good,Available,75.2,1052.28,2026-01-11,2026-07-10,1,1
PA-01154,Powered Access,Mast Booms,Skyjack SJ12 5.5m Vertical Mast,Skyjack,London North,2024-07-21,71883.86,43366.65,1.98,Excellent,On Hire,46.8,799.72,2026-01-09,2026-07-08,1,1
PA-01155,Powered Access,Mast Booms,Skyjack SJ12 5.5m Vertical Mast,Skyjack,London North,2025-01-09,37446.88,26120.48,1.51,Excellent,On Hire,81.2,335.74,2025-12-14,2026-06-12,1,1
PA-01156,Powered Access,Mast Booms,Skyjack SJ12 5.5m Vertical Mast,Skyjack,Bristol,2022-04-24,37321.16,5766.89,4.23,Needs Assessment,On Hire,89.0,508.2,2026-06-29,2026-12-26,1,1
PA-01157,Powered Access,Mast Booms,Skyjack SJ12 5.5m Vertical Mast,Skyjack,London North,2022-09-12,18289.58,4239.17,3.84,Needs Assessment,Available,50.4,256.13,2026-01-11,2026-07-10,1,1
PA-01158,Powered Access,Mast Booms,Skyjack SJ16 6.6m Vertical Mast,Skyjack,Manchester,2025-11-15,52921.81,45904.23,0.66,Excellent,On Hire,79.5,480.65,2026-01-27,2026-07-26,1,1
PA-01159,Powered Access,Mast Booms,Skyjack SJ16 6.6m Vertical Mast,Skyjack,Bristol,2021-09-18,51276.18,5127.62,4.82,Needs Assessment,On Hire,71.5,829.87,2026-03-27,2026-09-23,1,1
PA-01160,Powered Access,Mast Booms,Skyjack SJ16 6.6m Vertical Mast,Skyjack,Leeds,2023-01-06,60298.23,17808.63,3.52,Fair,On Hire,70.5,643.65,2026-02-09,2026-08-08,1,1
PA-01161,Powered Access,Mast Booms,10m Vertical Mast,City Hire Fleet,Bristol,2024-12-03,62405.11,42264.5,1.61,Good,On Hire,58.4,542.67,2026-06-08,2026-12-05,1,1
PA-01162,Powered Access,Mast Booms,10m Vertical Mast,City Hire Fleet,Bristol,2022-04-20,57121.07,8701.18,4.24,Excellent,On Hire,74.9,696.78,2026-01-04,2026-07-03,1,1
PA-01163,Powered Access,Spider Booms,15.4m Tracked Spider Boom,City Hire Fleet,London North,2025-07-28,37124.04,29963.68,0.96,Excellent,On Hire,58.7,577.07,2026-06-23,2026-12-20,1,1
PA-01164,Powered Access,Spider Booms,15.4m Tracked Spider Boom,City Hire Fleet,Manchester,2026-03-06,60221.62,55898.86,0.36,Good,On Hire,39.1,747.98,2026-01-26,2026-07-25,1,1
PA-01165,Powered Access,Spider Booms,15.4m Tracked Spider Boom,City Hire Fleet,Leeds,2024-12-03,25383.24,17191.06,1.61,Good,On Hire,50.2,336.82,2026-01-22,2026-07-21,1,1
PA-01166,Powered Access,Spider Booms,26m Tracked Spider Boom,City Hire Fleet,London North,2026-03-14,25759.4,24023.29,0.34,Excellent,Auction Pending,62.0,449.59,2026-06-30,2026-12-27,1,1
PA-01167,Powered Access,Spider Booms,26m Tracked Spider Boom,City Hire Fleet,Manchester,2022-02-25,19429.85,2384.81,4.39,Excellent,On Hire,62.6,229.31,2026-01-04,2026-07-03,1,1
PA-01168,Powered Access,Spider Booms,26m Tracked Spider Boom,City Hire Fleet,Birmingham,2022-07-05,26488.41,5138.03,4.03,Excellent,On Hire,75.5,440.17,2026-01-24,2026-07-23,1,1
PA-01169,Powered Access,Spider Booms,17m Tracked Spider Boom,City Hire Fleet,Manchester,2024-01-04,10424.36,5152.2,2.53,Good,On Hire,87.5,126.94,2026-02-18,2026-08-17,1,1
PA-01170,Powered Access,Spider Booms,20m Tracked Spider Boom,City Hire Fleet,Bristol,2024-03-08,10585.1,5602.85,2.35,Good,On Hire,49.8,157.68,2025-12-21,2026-06-19,1,1
PA-01171,Powered Access,Van & Truck Mounted Booms,Truck Mount Boom Lift,City Hire Fleet,Manchester,2025-12-17,42190.1,37335.35,0.58,Fair,On Hire,74.8,652.18,2026-06-24,2026-12-21,1,1
PA-01172,Powered Access,Van & Truck Mounted Booms,Truck Mount Boom Lift,City Hire Fleet,Leeds,2025-03-19,34313.22,25231.97,1.32,Excellent,On Hire,72.2,449.49,2026-03-06,2026-09-02,1,1
PA-01173,Powered Access,Van & Truck Mounted Booms,Truck Mount Boom Lift,City Hire Fleet,London North,2022-02-07,35552.52,4013.05,4.44,Excellent,Workshop,59.3,354.56,2026-05-15,2026-11-11,1,1
B&D-01174,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Leeds,2025-08-06,4241.13,3444.03,0.94,Good,Available,37.4,65.93,2026-05-30,2026-11-26,2,1
B&D-01175,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Birmingham,2022-03-12,3292.21,431.14,4.35,Fair,Available,50.9,46.99,2026-02-05,2026-08-04,2,1
B&D-01176,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Birmingham,2025-08-10,2558.75,2083.45,0.93,Fair,On Hire,36.7,35.6,2026-02-03,2026-08-02,2,1
B&D-01177,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Birmingham,2024-06-25,2913.52,1716.18,2.05,Excellent,On Hire,57.3,48.49,2025-12-14,2026-06-12,2,1
B&D-01178,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Manchester,2021-08-29,724.06,72.41,4.88,Good,On Hire,77.3,12.7,2026-04-07,2026-10-04,2,1
B&D-01179,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Bristol,2022-04-24,4953.35,765.39,4.23,Good,Available,38.8,47.1,2026-04-23,2026-10-20,2,1
B&D-01180,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Birmingham,2026-02-09,2615.25,2391.7,0.43,Needs Assessment,Workshop,70.9,23.13,2025-12-12,2026-06-10,2,1
B&D-01181,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Bristol,2022-10-31,1155.93,298.96,3.71,Excellent,On Hire,63.2,13.56,2026-03-03,2026-08-30,2,1
B&D-01182,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Bristol,2024-11-13,2283.94,1521.79,1.67,Excellent,Available,78.0,32.68,2026-01-22,2026-07-21,2,1
B&D-01183,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Leeds,2024-07-30,596.04,362.52,1.96,Needs Assessment,On Hire,80.5,8.36,2026-01-10,2026-07-09,2,1
B&D-01184,Breakers & Drills,Drilling,Cordless Drill,City Hire Fleet,Birmingham,2025-08-12,2000.15,1630.81,0.92,Excellent,On Hire,74.8,29.12,2026-06-08,2026-12-05,2,1
B&D-01185,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,Birmingham,2024-04-04,927.0,504.39,2.28,Fair,On Hire,61.5,13.63,2026-01-31,2026-07-30,3,1
B&D-01186,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,London North,2021-10-22,5222.32,522.23,4.73,Good,Auction Pending,57.3,63.89,2026-03-02,2026-08-29,3,1
B&D-01187,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,Manchester,2024-06-04,345.71,199.66,2.11,Excellent,On Hire,50.6,6.22,2025-12-30,2026-06-28,3,1
B&D-01188,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,Bristol,2025-08-02,655.12,530.56,0.95,Fair,Workshop,95.1,10.71,2026-06-19,2026-12-16,3,1
B&D-01189,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,London South,2023-07-03,448.17,176.08,3.04,Excellent,On Hire,50.6,7.31,2026-04-09,2026-10-06,3,1
B&D-01190,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,Manchester,2022-02-17,3529.89,417.78,4.41,Excellent,Workshop,83.4,41.1,2026-01-11,2026-07-10,3,1
B&D-01191,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,London South,2022-06-03,1497.03,264.13,4.12,Good,Available,52.2,16.61,2026-03-22,2026-09-18,3,1
B&D-01192,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,Birmingham,2021-12-02,4367.94,436.79,4.62,Good,Workshop,66.9,59.86,2026-05-26,2026-11-22,3,1
B&D-01193,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,London South,2023-12-26,2673.82,1308.34,2.55,Fair,On Hire,60.3,25.09,2026-06-03,2026-11-30,3,1
B&D-01194,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,Bristol,2025-01-19,523.94,368.34,1.48,Needs Assessment,On Hire,76.5,7.92,2026-04-10,2026-10-07,3,1
B&D-01195,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,London South,2023-07-25,4718.62,1910.72,2.98,Fair,On Hire,57.8,42.08,2026-03-05,2026-09-01,3,1
B&D-01196,Breakers & Drills,Drilling,Hilti TE 60-ATC-AVR Rotary Hammer Drill,Hilti,Manchester,2025-03-18,4537.69,3334.27,1.33,Excellent,Workshop,86.2,59.08,2026-07-08,2027-01-04,3,1
B&D-01197,Breakers & Drills,Drilling,Hilti Nuron TE 6-22 Cordless Hammer Drill - 22V,Hilti,Leeds,2024-04-16,5471.26,3012.94,2.25,Good,Auction Pending,60.6,87.07,2025-12-12,2026-06-10,1,1
B&D-01198,Breakers & Drills,Drilling,Hilti Nuron TE 6-22 Cordless Hammer Drill - 22V,Hilti,Leeds,2025-09-07,451.09,374.22,0.85,Fair,Workshop,65.4,7.03,2026-03-16,2026-09-12,1,1
B&D-01199,Breakers & Drills,Drilling,Hilti Nuron TE 6-22 Cordless Hammer Drill - 22V,Hilti,London South,2023-10-29,2605.16,1191.95,2.71,Good,On Hire,68.7,39.79,2025-12-13,2026-06-11,1,1
B&D-01200,Breakers & Drills,Drilling,Hilti Nuron TE 6-22 Cordless Hammer Drill - 22V,Hilti,Birmingham,2023-07-01,2472.09,968.52,3.04,Excellent,Available,63.2,25.67,2026-05-15,2026-11-11,1,1
B&D-01201,Breakers & Drills,Drilling,Hilti Nuron TE 6-22 Cordless Hammer Drill - 22V,Hilti,Bristol,2022-11-15,4417.97,1178.93,3.67,Excellent,Workshop,56.5,58.11,2026-02-12,2026-08-11,1,1
B&D-01202,Breakers & Drills,Drilling,Cordless SDS Max Rotary Hammer Drill,City Hire Fleet,Birmingham,2022-06-05,1003.78,178.21,4.11,Excellent,On Hire,64.8,12.21,2026-02-07,2026-08-06,1,1
B&D-01203,Breakers & Drills,Drilling,Cordless SDS Max Rotary Hammer Drill,City Hire Fleet,Bristol,2022-09-24,3758.13,895.77,3.81,Fair,Auction Pending,49.9,49.14,2026-02-25,2026-08-24,1,1
B&D-01204,Breakers & Drills,Drilling,Cordless SDS Max Rotary Hammer Drill,City Hire Fleet,Manchester,2026-05-05,2299.88,2210.41,0.19,Needs Assessment,On Hire,61.1,24.23,2026-02-02,2026-08-01,1,1
B&D-01205,Breakers & Drills,Drilling,Cordless SDS Max Rotary Hammer Drill,City Hire Fleet,Bristol,2026-05-13,2124.74,2051.39,0.17,Good,Available,72.5,24.06,2026-06-18,2026-12-15,1,1
B&D-01206,Breakers & Drills,Drilling,Cordless SDS Max Rotary Hammer Drill,City Hire Fleet,London South,2026-03-17,2099.57,1961.52,0.33,Fair,On Hire,67.3,31.17,2026-01-31,2026-07-30,1,1
B&D-01207,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,London North,2023-10-09,3566.61,1592.76,2.77,Excellent,Available,64.9,30.1,2026-03-19,2026-09-15,3,1
B&D-01208,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Bristol,2025-05-03,4900.4,3724.3,1.2,Good,On Hire,58.3,79.16,2026-04-26,2026-10-23,3,1
B&D-01209,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,London North,2023-10-20,1579.9,715.07,2.74,Fair,On Hire,63.2,17.88,2025-12-27,2026-06-25,3,1
B&D-01210,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Leeds,2025-10-04,4446.55,3754.59,0.78,Good,On Hire,53.9,78.1,2026-04-03,2026-09-30,3,1
B&D-01211,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Birmingham,2024-07-21,5362.05,3234.86,1.98,Fair,Workshop,46.6,81.88,2026-03-04,2026-08-31,3,1
B&D-01212,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Bristol,2026-01-05,2510.69,2247.93,0.52,Excellent,Auction Pending,63.4,22.66,2026-05-29,2026-11-25,3,1
B&D-01213,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Manchester,2024-08-13,3719.83,2291.01,1.92,Good,On Hire,56.4,31.33,2026-01-19,2026-07-18,3,1
B&D-01214,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Birmingham,2021-07-30,5035.94,503.59,4.96,Good,On Hire,80.8,80.15,2026-03-25,2026-09-21,3,1
B&D-01215,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,London South,2026-02-18,643.97,592.1,0.4,Needs Assessment,Workshop,54.4,6.07,2026-01-22,2026-07-21,3,1
B&D-01216,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,London North,2023-01-18,3809.97,1150.3,3.49,Excellent,On Hire,52.9,55.06,2026-06-12,2026-12-09,3,1
B&D-01217,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Birmingham,2024-06-04,2259.99,1305.22,2.11,Good,Available,45.6,19.82,2026-04-11,2026-10-08,3,1
B&D-01218,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Birmingham,2025-09-07,3029.66,2513.37,0.85,Excellent,On Hire,55.2,27.67,2026-01-29,2026-07-28,3,1
B&D-01219,Breakers & Drills,Drilling,Heavy Duty Rotary Hammer Drill SDS Max,City Hire Fleet,Birmingham,2022-05-01,1226.75,194.26,4.21,Good,On Hire,32.2,12.45,2025-12-28,2026-06-26,3,1
B&D-01220,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,London North,2024-11-08,3893.4,2583.51,1.68,Excellent,Auction Pending,59.6,34.03,2026-05-24,2026-11-20,2,1
B&D-01221,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,Birmingham,2025-06-27,4968.06,3925.45,1.05,Good,Available,57.4,74.99,2025-12-10,2026-06-08,2,1
B&D-01222,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,London South,2023-05-16,3096.4,1135.06,3.17,Good,Workshop,65.0,53.48,2025-12-09,2026-06-07,2,1
B&D-01223,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,London South,2022-11-17,1163.98,311.88,3.66,Excellent,Auction Pending,56.6,15.06,2025-12-24,2026-06-22,2,1
B&D-01224,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,Bristol,2024-06-06,3158.61,1827.67,2.11,Excellent,On Hire,70.6,53.2,2025-12-21,2026-06-19,2,1
B&D-01225,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,Manchester,2026-02-01,1873.78,1705.4,0.45,Fair,On Hire,85.3,16.37,2025-12-30,2026-06-28,2,1
B&D-01226,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,Bristol,2024-09-04,3622.28,2274.59,1.86,Excellent,On Hire,62.9,60.78,2026-01-21,2026-07-20,2,1
B&D-01227,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,London North,2022-01-30,3144.34,341.14,4.46,Fair,On Hire,42.6,41.45,2026-03-08,2026-09-04,2,1
B&D-01228,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,London South,2024-10-01,1114.45,716.3,1.79,Excellent,On Hire,50.5,19.4,2026-01-14,2026-07-13,2,1
B&D-01229,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,Leeds,2024-11-11,4691.15,3120.58,1.67,Excellent,On Hire,62.9,62.56,2026-06-12,2026-12-09,2,1
B&D-01230,Breakers & Drills,Drilling,Angle Drill,City Hire Fleet,London South,2023-08-21,3615.18,1517.39,2.9,Excellent,On Hire,82.9,51.5,2026-02-16,2026-08-15,2,1
B&D-01231,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Leeds,2024-07-24,4673.28,2827.01,1.98,Fair,On Hire,38.9,49.75,2026-07-03,2026-12-30,2,1
B&D-01232,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,London North,2025-04-10,4276.53,3196.27,1.26,Good,On Hire,52.8,61.03,2026-02-01,2026-07-31,2,1
B&D-01233,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Birmingham,2024-10-30,3620.01,2384.25,1.71,Good,Workshop,59.6,53.89,2026-04-02,2026-09-29,2,1
B&D-01234,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Birmingham,2025-07-27,2557.93,2063.16,0.97,Good,On Hire,72.9,28.46,2026-05-23,2026-11-19,2,1
B&D-01235,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Birmingham,2022-06-05,1926.41,342.0,4.11,Good,On Hire,75.9,17.46,2026-01-01,2026-06-30,2,1
B&D-01236,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,London South,2025-02-05,2698.98,1922.56,1.44,Excellent,On Hire,62.0,29.42,2026-05-12,2026-11-08,2,1
B&D-01237,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Birmingham,2024-04-20,4786.86,2646.54,2.24,Needs Assessment,Workshop,31.7,72.81,2025-12-18,2026-06-16,2,1
B&D-01238,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Manchester,2025-05-23,4256.39,3281.5,1.15,Good,On Hire,80.7,47.18,2026-03-05,2026-09-01,2,1
B&D-01239,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Birmingham,2026-04-29,722.76,692.27,0.21,Excellent,On Hire,50.9,7.82,2026-02-15,2026-08-14,2,1
B&D-01240,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Birmingham,2023-02-08,4882.28,1530.23,3.43,Good,Available,72.6,80.42,2026-03-16,2026-09-12,2,1
B&D-01241,Breakers & Drills,Drilling,Heavy Duty Multi Drill,City Hire Fleet,Manchester,2024-01-15,953.16,476.84,2.5,Excellent,On Hire,61.8,12.98,2026-07-03,2026-12-30,2,1
B&D-01242,Breakers & Drills,Drilling,Rotary Hammer Drill,City Hire Fleet,Bristol,2023-05-09,1765.16,640.29,3.19,Excellent,On Hire,76.3,31.58,2026-03-21,2026-09-17,1,1
B&D-01243,Breakers & Drills,Drilling,Rotary Hammer Drill,City Hire Fleet,Bristol,2022-08-22,3457.98,761.7,3.9,Needs Assessment,On Hire,67.4,53.77,2026-04-19,2026-10-16,1,1
B&D-01244,Breakers & Drills,Drilling,Rotary Hammer Drill,City Hire Fleet,London North,2025-05-04,3412.93,2595.7,1.2,Excellent,On Hire,67.6,51.66,2026-07-04,2026-12-31,1,1
B&D-01245,Breakers & Drills,Drilling,Rotary Hammer Drill,City Hire Fleet,Bristol,2021-12-12,2737.16,273.72,4.59,Excellent,On Hire,44.6,32.65,2026-04-22,2026-10-19,1,1
B&D-01246,Breakers & Drills,Drilling,Rotary Hammer Drill,City Hire Fleet,Bristol,2022-12-31,4131.43,1206.6,3.54,Fair,On Hire,68.1,55.04,2026-04-19,2026-10-16,1,1
B&D-01247,Breakers & Drills,Drilling,Rotary Hammer Drill,City Hire Fleet,Manchester,2022-06-25,3205.35,604.19,4.06,Good,On Hire,60.5,51.18,2026-06-16,2026-12-13,1,1
B&D-01248,Breakers & Drills,Drilling,Rotary Hammer Drill,City Hire Fleet,Manchester,2022-05-22,4828.52,820.19,4.15,Excellent,Available,63.4,70.28,2026-02-12,2026-08-11,1,1
B&D-01249,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Leeds,2023-03-19,3282.58,1098.99,3.33,Good,On Hire,59.7,53.87,2026-02-03,2026-08-02,3,1
B&D-01250,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Leeds,2025-08-17,4563.72,3733.5,0.91,Excellent,On Hire,44.8,37.37,2026-02-18,2026-08-17,3,1
B&D-01251,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Manchester,2024-09-11,2448.6,1546.98,1.84,Fair,On Hire,54.9,37.61,2026-02-08,2026-08-07,3,1
B&D-01252,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Birmingham,2026-02-08,3955.32,3615.05,0.43,Needs Assessment,On Hire,67.9,50.56,2026-02-21,2026-08-20,3,1
B&D-01253,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Leeds,2024-05-05,1897.2,1064.51,2.19,Fair,On Hire,77.3,28.85,2026-04-15,2026-10-12,3,1
B&D-01254,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,London South,2022-11-06,4469.18,1170.56,3.69,Needs Assessment,On Hire,90.3,48.22,2026-03-13,2026-09-09,3,1
B&D-01255,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Leeds,2024-10-12,1430.55,928.09,1.76,Good,On Hire,74.6,15.98,2026-05-22,2026-11-18,3,1
B&D-01256,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Birmingham,2024-07-01,3192.56,1891.05,2.04,Excellent,Auction Pending,61.0,43.85,2026-01-11,2026-07-10,3,1
B&D-01257,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,London South,2023-05-30,2243.39,839.58,3.13,Excellent,Auction Pending,88.7,24.4,2025-12-21,2026-06-19,3,1
B&D-01258,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Birmingham,2022-06-14,664.9,121.32,4.09,Good,Workshop,59.8,6.74,2026-01-28,2026-07-27,3,1
B&D-01259,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,Leeds,2021-10-24,3077.53,307.75,4.73,Good,On Hire,82.7,32.08,2026-02-07,2026-08-06,3,1
B&D-01260,Breakers & Drills,Drilling,Hilti TE 30-AVR Rotary Hammer Drill,Hilti,London North,2022-09-13,5002.22,1162.16,3.84,Excellent,On Hire,54.2,56.54,2026-05-16,2026-11-12,3,1
