date,depot,category,fleet_units,units_on_hire,units_in_workshop,units_available,utilisation_pct,workshop_pct
2025-07-17,Manchester,Climate Control,3,2,1,0,66.7,33.3
2025-07-17,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2025-07-17,Manchester,Propping & Support,7,4,1,2,57.1,14.3
2025-07-17,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-07-17,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-17,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-07-17,Manchester,Concreting & Compaction,9,5,2,2,55.6,22.2
2025-07-17,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-07-17,Manchester,Survey & Location,2,1,1,0,50.0,50.0
2025-07-17,Manchester,Site Equipment & Groundworks,3,2,1,0,66.7,33.3
2025-07-17,Manchester,Power & Electrics,9,7,2,0,77.8,22.2
2025-07-17,Bristol,Plant,16,12,3,1,75.0,18.8
2025-07-17,Bristol,Powered Access,16,13,4,0,81.2,25.0
2025-07-17,Bristol,Breakers & Drills,51,30,13,8,58.8,25.5
2025-07-17,Bristol,Material Handling & Logistics,45,26,11,8,57.8,24.4
2025-07-17,Bristol,Lifting Equipment,29,25,7,0,86.2,24.1
2025-07-17,Bristol,"Accommodation, Storage & Welfare",13,8,3,2,61.5,23.1
2025-07-17,Bristol,Cutting & Grinding,25,17,6,2,68.0,24.0
2025-07-17,Bristol,Access,5,3,1,1,60.0,20.0
2025-07-17,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-07-17,Bristol,Sanding & Woodworking,6,5,1,0,83.3,16.7
2025-07-17,Bristol,Landscaping & Gardening,9,6,2,1,66.7,22.2
2025-07-17,Bristol,Mechanical & Electrical,6,5,1,0,83.3,16.7
2025-07-17,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-07-17,Bristol,Consumables,2,2,0,0,100.0,0.0
2025-07-17,Bristol,"Safety, Ventilation & Extraction",4,3,1,0,75.0,25.0
2025-07-17,Bristol,Propping & Support,5,4,1,0,80.0,20.0
2025-07-17,Bristol,Lighting,3,2,1,0,66.7,33.3
2025-07-17,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-07-17,Bristol,Fixing & Fastening,6,3,2,1,50.0,33.3
2025-07-17,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-07-17,Bristol,Fuel & Gas,3,2,1,0,66.7,33.3
2025-07-17,Bristol,Survey & Location,8,5,2,1,62.5,25.0
2025-07-17,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2025-07-17,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2025-07-17,Leeds,Plant,13,9,3,1,69.2,23.1
2025-07-17,Leeds,Powered Access,22,17,4,1,77.3,18.2
2025-07-17,Leeds,Breakers & Drills,42,29,10,3,69.0,23.8
2025-07-17,Leeds,Material Handling & Logistics,56,42,12,2,75.0,21.4
2025-07-17,Leeds,Lifting Equipment,41,29,10,2,70.7,24.4
2025-07-17,Leeds,"Accommodation, Storage & Welfare",25,12,6,7,48.0,24.0
2025-07-17,Leeds,Cutting & Grinding,37,27,8,2,73.0,21.6
2025-07-17,Leeds,Access,5,4,1,0,80.0,20.0
2025-07-17,Leeds,Cleaning,9,6,2,1,66.7,22.2
2025-07-17,Leeds,Sanding & Woodworking,5,4,1,0,80.0,20.0
2025-07-17,Leeds,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-07-17,Leeds,Mechanical & Electrical,4,3,1,0,75.0,25.0
2025-07-17,Leeds,Painting & Decorating,2,2,0,0,100.0,0.0
2025-07-17,Leeds,Consumables,3,1,1,1,33.3,33.3
2025-07-17,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-07-17,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-07-17,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-07-17,Leeds,Lighting,1,0,0,1,0.0,0.0
2025-07-17,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-17,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-07-17,Leeds,Concreting & Compaction,4,3,1,0,75.0,25.0
2025-07-17,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-07-17,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-07-17,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2025-07-18,London North,Plant,11,6,3,2,54.5,27.3
2025-07-18,London North,Powered Access,17,11,3,3,64.7,17.6
2025-07-18,London North,Breakers & Drills,52,34,11,7,65.4,21.2
2025-07-18,London North,Material Handling & Logistics,40,22,10,8,55.0,25.0
2025-07-18,London North,Lifting Equipment,31,23,8,0,74.2,25.8
2025-07-18,London North,"Accommodation, Storage & Welfare",14,11,3,0,78.6,21.4
2025-07-18,London North,Cutting & Grinding,30,21,7,2,70.0,23.3
2025-07-18,London North,Access,3,2,1,0,66.7,33.3
2025-07-18,London North,Cleaning,7,5,2,0,71.4,28.6
2025-07-18,London North,Sanding & Woodworking,10,5,2,3,50.0,20.0
2025-07-18,London North,Landscaping & Gardening,2,2,0,0,100.0,0.0
2025-07-18,London North,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-07-18,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-07-18,London North,Consumables,4,3,1,0,75.0,25.0
2025-07-18,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-07-18,London North,Propping & Support,1,1,0,0,100.0,0.0
2025-07-18,London North,Lighting,5,4,1,0,80.0,20.0
2025-07-18,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-18,London North,Fixing & Fastening,7,5,2,0,71.4,28.6
2025-07-18,London North,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-07-18,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-07-18,London North,Survey & Location,5,4,1,0,80.0,20.0
2025-07-18,London North,Site Equipment & Groundworks,4,2,1,1,50.0,25.0
2025-07-18,London North,Power & Electrics,4,3,1,0,75.0,25.0
2025-07-18,London South,Plant,11,8,2,1,72.7,18.2
2025-07-18,London South,Powered Access,12,5,3,4,41.7,25.0
2025-07-18,London South,Breakers & Drills,45,33,10,2,73.3,22.2
2025-07-18,London South,Material Handling & Logistics,37,23,9,5,62.2,24.3
2025-07-18,London South,Lifting Equipment,33,20,7,6,60.6,21.2
2025-07-18,London South,"Accommodation, Storage & Welfare",8,5,2,1,62.5,25.0
2025-07-18,London South,Cutting & Grinding,36,19,9,8,52.8,25.0
2025-07-18,London South,Access,5,3,1,1,60.0,20.0
2025-07-18,London South,Cleaning,12,7,3,2,58.3,25.0
2025-07-18,London South,Sanding & Woodworking,9,6,2,1,66.7,22.2
2025-07-18,London South,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-07-18,London South,Mechanical & Electrical,8,4,2,2,50.0,25.0
2025-07-18,London South,Painting & Decorating,3,2,1,0,66.7,33.3
2025-07-18,London South,Consumables,5,4,1,0,80.0,20.0
2025-07-18,London South,Climate Control,4,2,1,1,50.0,25.0
2025-07-18,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-07-18,London South,Propping & Support,1,1,0,0,100.0,0.0
2025-07-18,London South,Lighting,1,0,0,1,0.0,0.0
2025-07-18,London South,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-07-18,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-07-18,London South,Concreting & Compaction,9,6,2,1,66.7,22.2
2025-07-18,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-07-18,London South,Survey & Location,4,2,1,1,50.0,25.0
2025-07-18,London South,Site Equipment & Groundworks,5,4,1,0,80.0,20.0
2025-07-18,London South,Power & Electrics,5,4,1,0,80.0,20.0
2025-07-18,Birmingham,Plant,7,5,2,0,71.4,28.6
2025-07-18,Birmingham,Powered Access,14,8,3,3,57.1,21.4
2025-07-18,Birmingham,Breakers & Drills,53,28,11,14,52.8,20.8
2025-07-18,Birmingham,Material Handling & Logistics,23,14,5,4,60.9,21.7
2025-07-18,Birmingham,Lifting Equipment,28,19,7,2,67.9,25.0
2025-07-18,Birmingham,"Accommodation, Storage & Welfare",23,15,6,2,65.2,26.1
2025-07-18,Birmingham,Cutting & Grinding,27,17,7,3,63.0,25.9
2025-07-18,Birmingham,Access,5,3,1,1,60.0,20.0
2025-07-18,Birmingham,Cleaning,8,5,2,1,62.5,25.0
2025-07-18,Birmingham,Sanding & Woodworking,12,5,2,5,41.7,16.7
2025-07-18,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2025-07-18,Birmingham,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-07-18,Birmingham,Painting & Decorating,2,1,0,1,50.0,0.0
2025-07-18,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-07-18,Birmingham,Climate Control,3,2,1,0,66.7,33.3
2025-07-18,Birmingham,"Safety, Ventilation & Extraction",5,4,1,0,80.0,20.0
2025-07-18,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-07-18,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-07-18,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-18,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
2025-07-18,Birmingham,Concreting & Compaction,3,3,1,0,100.0,33.3
2025-07-18,Birmingham,Fuel & Gas,3,2,1,0,66.7,33.3
2025-07-18,Birmingham,Survey & Location,4,3,1,0,75.0,25.0
2025-07-18,Birmingham,Site Equipment & Groundworks,5,4,1,0,80.0,20.0
2025-07-18,Birmingham,Power & Electrics,4,3,1,0,75.0,25.0
2025-07-18,Manchester,Plant,12,6,3,3,50.0,25.0
2025-07-18,Manchester,Powered Access,22,12,5,5,54.5,22.7
2025-07-18,Manchester,Breakers & Drills,43,30,9,4,69.8,20.9
2025-07-18,Manchester,Material Handling & Logistics,35,18,8,9,51.4,22.9
2025-07-18,Manchester,Lifting Equipment,30,20,7,3,66.7,23.3
2025-07-18,Manchester,"Accommodation, Storage & Welfare",21,16,4,1,76.2,19.0
2025-07-18,Manchester,Cutting & Grinding,36,25,9,2,69.4,25.0
2025-07-18,Manchester,Access,1,1,0,0,100.0,0.0
2025-07-18,Manchester,Cleaning,7,3,2,2,42.9,28.6
2025-07-18,Manchester,Sanding & Woodworking,4,3,1,0,75.0,25.0
2025-07-18,Manchester,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-07-18,Manchester,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-07-18,Manchester,Painting & Decorating,2,1,1,0,50.0,50.0
2025-07-18,Manchester,Consumables,6,3,1,2,50.0,16.7
2025-07-18,Manchester,Climate Control,3,2,1,0,66.7,33.3
2025-07-18,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2025-07-18,Manchester,Propping & Support,7,5,2,0,71.4,28.6
2025-07-18,Manchester,Lighting,2,1,0,1,50.0,0.0
2025-07-18,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-18,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-07-18,Manchester,Concreting & Compaction,9,5,2,2,55.6,22.2
2025-07-18,Manchester,Fuel & Gas,2,1,1,0,50.0,50.0
2025-07-18,Manchester,Survey & Location,2,1,0,1,50.0,0.0
2025-07-18,Manchester,Site Equipment & Groundworks,3,2,1,0,66.7,33.3
2025-07-18,Manchester,Power & Electrics,9,5,2,2,55.6,22.2
2025-07-18,Bristol,Plant,16,11,4,1,68.8,25.0
2025-07-18,Bristol,Powered Access,16,10,3,3,62.5,18.8
2025-07-18,Bristol,Breakers & Drills,51,35,11,5,68.6,21.6
2025-07-18,Bristol,Material Handling & Logistics,45,34,11,0,75.6,24.4
2025-07-18,Bristol,Lifting Equipment,29,19,6,4,65.5,20.7
2025-07-18,Bristol,"Accommodation, Storage & Welfare",13,10,3,0,76.9,23.1
2025-07-18,Bristol,Cutting & Grinding,25,19,6,0,76.0,24.0
2025-07-18,Bristol,Access,5,3,1,1,60.0,20.0
2025-07-18,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-07-18,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2025-07-18,Bristol,Landscaping & Gardening,9,7,2,0,77.8,22.2
2025-07-18,Bristol,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-07-18,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-07-18,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-07-18,Bristol,"Safety, Ventilation & Extraction",4,3,1,0,75.0,25.0
2025-07-18,Bristol,Propping & Support,5,4,1,0,80.0,20.0
2025-07-18,Bristol,Lighting,3,2,1,0,66.7,33.3
2025-07-18,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-07-18,Bristol,Fixing & Fastening,6,5,1,0,83.3,16.7
2025-07-18,Bristol,Concreting & Compaction,5,4,1,0,80.0,20.0
2025-07-18,Bristol,Fuel & Gas,3,2,1,0,66.7,33.3
2025-07-18,Bristol,Survey & Location,8,5,2,1,62.5,25.0
2025-07-18,Bristol,Site Equipment & Groundworks,6,5,1,0,83.3,16.7
2025-07-18,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2025-07-18,Leeds,Plant,13,8,3,2,61.5,23.1
2025-07-18,Leeds,Powered Access,22,14,6,2,63.6,27.3
2025-07-18,Leeds,Breakers & Drills,42,30,10,2,71.4,23.8
2025-07-18,Leeds,Material Handling & Logistics,56,35,11,10,62.5,19.6
2025-07-18,Leeds,Lifting Equipment,41,21,9,11,51.2,22.0
2025-07-18,Leeds,"Accommodation, Storage & Welfare",25,18,6,1,72.0,24.0
2025-07-18,Leeds,Cutting & Grinding,37,20,8,9,54.1,21.6
2025-07-18,Leeds,Access,5,4,1,0,80.0,20.0
2025-07-18,Leeds,Cleaning,9,6,2,1,66.7,22.2
2025-07-18,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-07-18,Leeds,Landscaping & Gardening,2,1,1,0,50.0,50.0
2025-07-18,Leeds,Mechanical & Electrical,4,2,1,1,50.0,25.0
2025-07-18,Leeds,Painting & Decorating,2,1,1,0,50.0,50.0
2025-07-18,Leeds,Consumables,3,2,1,0,66.7,33.3
2025-07-18,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-07-18,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-07-18,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-07-18,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-07-18,Leeds,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-18,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-07-18,Leeds,Concreting & Compaction,4,2,1,1,50.0,25.0
2025-07-18,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-07-18,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-07-18,Leeds,Power & Electrics,4,3,1,0,75.0,25.0
2025-07-19,London North,Plant,11,7,2,2,63.6,18.2
2025-07-19,London North,Powered Access,17,10,3,4,58.8,17.6
2025-07-19,London North,Breakers & Drills,52,23,11,18,44.2,21.2
2025-07-19,London North,Material Handling & Logistics,40,27,10,3,67.5,25.0
2025-07-19,London North,Lifting Equipment,31,16,8,7,51.6,25.8
2025-07-19,London North,"Accommodation, Storage & Welfare",14,10,3,1,71.4,21.4
2025-07-19,London North,Cutting & Grinding,30,24,7,0,80.0,23.3
2025-07-19,London North,Access,3,2,1,0,66.7,33.3
2025-07-19,London North,Cleaning,7,6,2,0,85.7,28.6
2025-07-19,London North,Sanding & Woodworking,10,6,3,1,60.0,30.0
2025-07-19,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-07-19,London North,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-07-19,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-07-19,London North,Consumables,4,2,1,1,50.0,25.0
2025-07-19,London North,"Safety, Ventilation & Extraction",1,0,0,1,0.0,0.0
2025-07-19,London North,Propping & Support,1,1,0,0,100.0,0.0
2025-07-19,London North,Lighting,5,3,1,1,60.0,20.0
2025-07-19,London North,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-19,London North,Fixing & Fastening,7,5,2,0,71.4,28.6
2025-07-19,London North,Concreting & Compaction,3,1,1,1,33.3,33.3
2025-07-19,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-07-19,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-07-19,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2025-07-19,London North,Power & Electrics,4,2,1,1,50.0,25.0
2025-07-19,London South,Plant,11,8,2,1,72.7,18.2
2025-07-19,London South,Powered Access,12,7,3,2,58.3,25.0
2025-07-19,London South,Breakers & Drills,45,34,9,2,75.6,20.0
2025-07-19,London South,Material Handling & Logistics,37,17,9,11,45.9,24.3
2025-07-19,London South,Lifting Equipment,33,22,7,4,66.7,21.2
2025-07-19,London South,"Accommodation, Storage & Welfare",8,5,2,1,62.5,25.0
2025-07-19,London South,Cutting & Grinding,36,25,7,4,69.4,19.4
2025-07-19,London South,Access,5,4,1,0,80.0,20.0
2025-07-19,London South,Cleaning,12,8,3,1,66.7,25.0
2025-07-19,London South,Sanding & Woodworking,9,5,2,2,55.6,22.2
2025-07-19,London South,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-07-19,London South,Mechanical & Electrical,8,5,2,1,62.5,25.0
2025-07-19,London South,Painting & Decorating,3,2,1,0,66.7,33.3
2025-07-19,London South,Consumables,5,3,1,1,60.0,20.0
2025-07-19,London South,Climate Control,4,2,1,1,50.0,25.0
2025-07-19,London South,"Safety, Ventilation & Extraction",2,1,0,1,50.0,0.0
2025-07-19,London South,Propping & Support,1,1,0,0,100.0,0.0
2025-07-19,London South,Lighting,1,1,0,0,100.0,0.0
2025-07-19,London South,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-07-19,London South,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-07-19,London South,Concreting & Compaction,9,5,2,2,55.6,22.2
2025-07-19,London South,Fuel & Gas,2,1,0,1,50.0,0.0
2025-07-19,London South,Survey & Location,4,2,1,1,50.0,25.0
2025-07-19,London South,Site Equipment & Groundworks,5,4,1,0,80.0,20.0
2025-07-19,London South,Power & Electrics,5,3,1,1,60.0,20.0
2025-07-19,Birmingham,Plant,7,5,1,1,71.4,14.3
2025-07-19,Birmingham,Powered Access,14,11,4,0,78.6,28.6
2025-07-19,Birmingham,Breakers & Drills,53,32,13,8,60.4,24.5
2025-07-19,Birmingham,Material Handling & Logistics,23,12,5,6,52.2,21.7
2025-07-19,Birmingham,Lifting Equipment,28,14,6,8,50.0,21.4
2025-07-19,Birmingham,"Accommodation, Storage & Welfare",23,13,6,4,56.5,26.1
2025-07-19,Birmingham,Cutting & Grinding,27,22,7,0,81.5,25.9
2025-07-19,Birmingham,Access,5,4,1,0,80.0,20.0
2025-07-19,Birmingham,Cleaning,8,5,2,1,62.5,25.0
2025-07-19,Birmingham,Sanding & Woodworking,12,7,3,2,58.3,25.0
2025-07-19,Birmingham,Landscaping & Gardening,5,3,1,1,60.0,20.0
2025-07-19,Birmingham,Mechanical & Electrical,3,1,1,1,33.3,33.3
2025-07-19,Birmingham,Painting & Decorating,2,1,1,0,50.0,50.0
2025-07-19,Birmingham,Consumables,2,1,0,1,50.0,0.0
2025-07-19,Birmingham,Climate Control,3,2,1,0,66.7,33.3
2025-07-19,Birmingham,"Safety, Ventilation & Extraction",5,2,1,2,40.0,20.0
2025-07-19,Birmingham,Propping & Support,1,1,0,0,100.0,0.0
2025-07-19,Birmingham,Lighting,1,1,0,0,100.0,0.0
2025-07-19,Birmingham,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-19,Birmingham,Fixing & Fastening,5,3,1,1,60.0,20.0
2025-07-19,Birmingham,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-07-19,Birmingham,Fuel & Gas,3,2,1,0,66.7,33.3
2025-07-19,Birmingham,Survey & Location,4,3,1,0,75.0,25.0
2025-07-19,Birmingham,Site Equipment & Groundworks,5,2,1,2,40.0,20.0
2025-07-19,Birmingham,Power & Electrics,4,2,1,1,50.0,25.0
2025-07-19,Manchester,Plant,12,7,3,2,58.3,25.0
2025-07-19,Manchester,Powered Access,22,19,5,0,86.4,22.7
2025-07-19,Manchester,Breakers & Drills,43,32,10,1,74.4,23.3
2025-07-19,Manchester,Material Handling & Logistics,35,30,8,0,85.7,22.9
2025-07-19,Manchester,Lifting Equipment,30,26,7,0,86.7,23.3
2025-07-19,Manchester,"Accommodation, Storage & Welfare",21,15,5,1,71.4,23.8
2025-07-19,Manchester,Cutting & Grinding,36,24,9,3,66.7,25.0
2025-07-19,Manchester,Access,1,1,0,0,100.0,0.0
2025-07-19,Manchester,Cleaning,7,4,2,1,57.1,28.6
2025-07-19,Manchester,Sanding & Woodworking,4,3,1,0,75.0,25.0
2025-07-19,Manchester,Landscaping & Gardening,3,2,1,0,66.7,33.3
2025-07-19,Manchester,Mechanical & Electrical,3,2,1,0,66.7,33.3
2025-07-19,Manchester,Painting & Decorating,2,2,0,0,100.0,0.0
2025-07-19,Manchester,Consumables,6,4,1,1,66.7,16.7
2025-07-19,Manchester,Climate Control,3,2,1,0,66.7,33.3
2025-07-19,Manchester,"Safety, Ventilation & Extraction",6,4,1,1,66.7,16.7
2025-07-19,Manchester,Propping & Support,7,5,2,0,71.4,28.6
2025-07-19,Manchester,Lighting,2,2,0,0,100.0,0.0
2025-07-19,Manchester,Fencing & Barriers,2,1,0,1,50.0,0.0
2025-07-19,Manchester,Fixing & Fastening,3,2,1,0,66.7,33.3
2025-07-19,Manchester,Concreting & Compaction,9,5,2,2,55.6,22.2
2025-07-19,Manchester,Fuel & Gas,2,1,0,1,50.0,0.0
2025-07-19,Manchester,Survey & Location,2,2,0,0,100.0,0.0
2025-07-19,Manchester,Site Equipment & Groundworks,3,2,1,0,66.7,33.3
2025-07-19,Manchester,Power & Electrics,9,5,2,2,55.6,22.2
2025-07-19,Bristol,Plant,16,9,3,4,56.2,18.8
2025-07-19,Bristol,Powered Access,16,11,4,1,68.8,25.0
2025-07-19,Bristol,Breakers & Drills,51,32,12,7,62.7,23.5
2025-07-19,Bristol,Material Handling & Logistics,45,28,11,6,62.2,24.4
2025-07-19,Bristol,Lifting Equipment,29,16,6,7,55.2,20.7
2025-07-19,Bristol,"Accommodation, Storage & Welfare",13,9,3,1,69.2,23.1
2025-07-19,Bristol,Cutting & Grinding,25,17,5,3,68.0,20.0
2025-07-19,Bristol,Access,5,3,1,1,60.0,20.0
2025-07-19,Bristol,Cleaning,3,2,1,0,66.7,33.3
2025-07-19,Bristol,Sanding & Woodworking,6,4,1,1,66.7,16.7
2025-07-19,Bristol,Landscaping & Gardening,9,6,2,1,66.7,22.2
2025-07-19,Bristol,Mechanical & Electrical,6,4,1,1,66.7,16.7
2025-07-19,Bristol,Painting & Decorating,1,1,0,0,100.0,0.0
2025-07-19,Bristol,Consumables,2,1,0,1,50.0,0.0
2025-07-19,Bristol,"Safety, Ventilation & Extraction",4,3,1,0,75.0,25.0
2025-07-19,Bristol,Propping & Support,5,3,1,1,60.0,20.0
2025-07-19,Bristol,Lighting,3,2,1,0,66.7,33.3
2025-07-19,Bristol,Fencing & Barriers,3,2,1,0,66.7,33.3
2025-07-19,Bristol,Fixing & Fastening,6,3,1,2,50.0,16.7
2025-07-19,Bristol,Concreting & Compaction,5,3,1,1,60.0,20.0
2025-07-19,Bristol,Fuel & Gas,3,1,1,1,33.3,33.3
2025-07-19,Bristol,Survey & Location,8,5,2,1,62.5,25.0
2025-07-19,Bristol,Site Equipment & Groundworks,6,4,1,1,66.7,16.7
2025-07-19,Bristol,Power & Electrics,5,3,1,1,60.0,20.0
2025-07-19,Leeds,Plant,13,8,3,2,61.5,23.1
2025-07-19,Leeds,Powered Access,22,14,5,3,63.6,22.7
2025-07-19,Leeds,Breakers & Drills,42,28,8,6,66.7,19.0
2025-07-19,Leeds,Material Handling & Logistics,56,38,12,6,67.9,21.4
2025-07-19,Leeds,Lifting Equipment,41,32,8,1,78.0,19.5
2025-07-19,Leeds,"Accommodation, Storage & Welfare",25,19,6,0,76.0,24.0
2025-07-19,Leeds,Cutting & Grinding,37,21,8,8,56.8,21.6
2025-07-19,Leeds,Access,5,3,1,1,60.0,20.0
2025-07-19,Leeds,Cleaning,9,6,2,1,66.7,22.2
2025-07-19,Leeds,Sanding & Woodworking,5,3,1,1,60.0,20.0
2025-07-19,Leeds,Landscaping & Gardening,2,2,0,0,100.0,0.0
2025-07-19,Leeds,Mechanical & Electrical,4,3,1,0,75.0,25.0
2025-07-19,Leeds,Painting & Decorating,2,1,1,0,50.0,50.0
2025-07-19,Leeds,Consumables,3,2,1,0,66.7,33.3
2025-07-19,Leeds,Climate Control,3,2,1,0,66.7,33.3
2025-07-19,Leeds,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-07-19,Leeds,Propping & Support,3,2,1,0,66.7,33.3
2025-07-19,Leeds,Lighting,1,1,0,0,100.0,0.0
2025-07-19,Leeds,Fencing & Barriers,2,1,1,0,50.0,50.0
2025-07-19,Leeds,Fixing & Fastening,1,1,0,0,100.0,0.0
2025-07-19,Leeds,Concreting & Compaction,4,3,1,0,75.0,25.0
2025-07-19,Leeds,Survey & Location,3,2,1,0,66.7,33.3
2025-07-19,Leeds,Site Equipment & Groundworks,1,1,0,0,100.0,0.0
2025-07-19,Leeds,Power & Electrics,4,2,1,1,50.0,25.0
2025-07-20,London North,Plant,11,8,3,0,72.7,27.3
2025-07-20,London North,Powered Access,17,12,3,2,70.6,17.6
2025-07-20,London North,Breakers & Drills,52,31,10,11,59.6,19.2
2025-07-20,London North,Material Handling & Logistics,40,30,8,2,75.0,20.0
2025-07-20,London North,Lifting Equipment,31,15,8,8,48.4,25.8
2025-07-20,London North,"Accommodation, Storage & Welfare",14,8,4,2,57.1,28.6
2025-07-20,London North,Cutting & Grinding,30,21,7,2,70.0,23.3
2025-07-20,London North,Access,3,2,1,0,66.7,33.3
2025-07-20,London North,Cleaning,7,5,2,0,71.4,28.6
2025-07-20,London North,Sanding & Woodworking,10,9,2,0,90.0,20.0
2025-07-20,London North,Landscaping & Gardening,2,1,0,1,50.0,0.0
2025-07-20,London North,Mechanical & Electrical,6,5,1,0,83.3,16.7
2025-07-20,London North,Painting & Decorating,1,1,0,0,100.0,0.0
2025-07-20,London North,Consumables,4,4,1,0,100.0,25.0
2025-07-20,London North,"Safety, Ventilation & Extraction",1,1,0,0,100.0,0.0
2025-07-20,London North,Propping & Support,1,1,0,0,100.0,0.0
2025-07-20,London North,Lighting,5,3,1,1,60.0,20.0
2025-07-20,London North,Fencing & Barriers,2,1,1,0,50.0,50.0
2025-07-20,London North,Fixing & Fastening,7,5,1,1,71.4,14.3
2025-07-20,London North,Concreting & Compaction,3,2,1,0,66.7,33.3
2025-07-20,London North,Fuel & Gas,1,1,0,0,100.0,0.0
2025-07-20,London North,Survey & Location,5,3,1,1,60.0,20.0
2025-07-20,London North,Site Equipment & Groundworks,4,3,1,0,75.0,25.0
2025-07-20,London North,Power & Electrics,4,3,1,0,75.0,25.0
